anio,geo,total,total_hom,total_muj,armas,armas_hom,armas_muj,pob_total,pob_hom,pob_muj
2017,25013,28,27,1,26,25,1,47846,24642,23204
2017,25012,238,219,19,176,169,7,513921,253926,259995
2017,25011,48,48,,29,29,,309644,153797,155847
2017,25010,54,48,5,39,36,2,105721,53522,52199
2017,25009,14,14,,12,12,,60874,30852,30022
2017,25008,25,25,,17,17,,58127,30119,28008
2017,25007,15,15,,11,11,,34366,17662,16704
2017,25006,696,662,34,587,562,25,938906,461713,477193
2017,25005,11,11,,11,11,,17267,8846,8421
2017,25004,72,71,1,58,57,1,29115,14805,14310
2017,25003,23,21,2,20,19,1,32269,16734,15535
2017,25002,14,11,3,11,9,2,49233,24694,24539
2017,25001,122,113,8,76,73,3,466735,229818,236917
2017,24058,1,1,,1,1,,22465,11302,11163
2017,24057,2,2,,1,1,,31928,15969,15959
2017,24056,4,4,,3,3,,15863,7901,7962
2017,24055,15,10,5,9,6,3,26580,13098,13482
2017,24054,5,3,2,,,,53779,26564,27215
2017,24053,3,3,,1,1,,37912,18803,19109
2017,24051,1,,1,,,,15400,7633,7767
2017,24050,7,5,1,6,5,1,50365,25027,25338
2017,24049,9,9,,,,,38670,18803,19867
2017,24048,1,1,,,,,5506,2766,2740
2017,24047,3,3,,1,1,,10061,5045,5016
2017,24046,1,1,,,,,18078,8975,9103
2017,24042,2,2,,2,2,,15554,7630,7924
2017,24041,2,2,,2,2,,20421,10346,10075
2017,24040,9,7,2,7,6,1,40065,19797,20268
2017,24039,4,4,,2,2,,15786,7845,7941
2017,24037,19,17,2,11,11,,98491,48903,49588
2017,24035,70,61,9,40,35,5,313010,152566,160444
2017,24034,1,1,,,,,15337,7672,7665
2017,24033,9,6,3,6,4,2,12526,6224,6302
2017,24032,3,3,,2,2,,41390,19738,21652
2017,24031,2,1,1,1,1,,12138,5917,6221
2017,24029,2,2,,,,,22085,11013,11072
2017,24028,192,179,13,129,124,5,852611,412240,440371
2017,24026,1,1,,,,,9742,4982,4760
2017,24024,10,10,,7,7,,97378,47143,50235
2017,24023,3,3,,1,1,,16026,7793,8233
2017,24022,3,3,,,,,20141,9660,10481
2017,24021,6,6,,2,2,,58017,27735,30282
2017,24020,31,29,2,26,24,2,101179,49160,52019
2017,24017,5,5,,2,2,,27282,13771,13511
2017,24016,5,5,,3,3,,44768,21967,22801
2017,24015,6,4,2,3,2,1,21762,10688,11074
2017,24013,37,33,4,22,20,2,183390,88789,94601
2017,24012,1,1,,1,1,,21553,10662,10891
2017,24011,3,3,,,,,46733,22745,23988
2017,24010,9,9,,8,8,,34156,16978,17178
2017,24009,1,1,,,,,4603,2318,2285
2017,24008,3,2,1,3,2,1,22337,10817,11520
2017,24007,2,2,,1,1,,19679,9646,10033
2017,24006,1,1,,,,,10042,5109,4933
2017,24005,3,3,,2,2,,19484,9330,10154
2017,24003,4,2,2,1,1,,50152,25379,24773
2017,24001,5,4,1,2,2,,18947,8928,10019
2017,23011,20,19,1,18,17,1,#N/A,#N/A,#N/A
2017,23010,7,6,1,5,4,1,41571,20757,20814
2017,23009,11,11,,7,7,,34199,17884,16315
2017,23008,78,64,14,45,40,5,218856,114069,104787
2017,23007,1,1,,1,1,,29317,14964,14353
2017,23005,304,274,29,184,171,13,785764,394986,390778
2017,23004,23,22,1,10,9,1,253513,124480,129033
2017,23003,3,3,,2,2,,20757,10754,10003
2017,23002,4,4,,3,3,,86968,43696,43272
2017,23001,1,1,,,,,93987,47098,46889
2017,22017,3,2,1,,,,74502,36595,37907
2017,22016,26,20,6,11,10,1,284793,139960,144833
2017,22014,111,95,16,64,58,6,930411,461683,468728
2017,22012,3,3,,3,3,,72783,36160,36623
2017,22011,21,20,1,11,10,1,163087,82008,81079
2017,22010,3,3,,3,3,,19999,9593,10406
2017,22009,2,2,,1,1,,28368,13574,14794
2017,22008,2,1,1,,,,40468,19519,20949
2017,22006,14,11,3,10,9,1,189701,92017,97684
2017,22005,6,6,,3,3,,66076,33353,32723
2017,22004,9,6,3,3,2,1,73208,35059,38149
2017,22002,4,4,,2,2,,27686,13409,14277
2017,22001,11,7,4,6,4,2,66260,32222,34038
2017,21217,9,8,1,5,5,,19713,9576,10137
2017,21214,2,1,1,,,,17522,8338,9184
2017,21213,2,,2,1,,1,13802,6724,7078
2017,21212,1,1,,,,,20021,9435,10586
2017,21211,2,2,,2,2,,16874,7824,9050
2017,21210,1,1,,1,1,,5827,2886,2941
2017,21208,23,20,3,18,17,1,84970,40477,44493
2017,21207,7,6,1,5,5,,57546,27512,30034
2017,21206,2,1,1,1,1,,4557,2142,2415
2017,21205,6,6,,6,6,,25637,12460,13177
2017,21202,3,3,,3,3,,13168,6400,6768
2017,21199,5,5,,2,2,,41417,20032,21385
2017,21197,23,19,4,13,12,1,83899,40514,43385
2017,21195,7,6,1,5,5,,25337,12160,13177
2017,21194,23,21,2,14,12,2,30354,14605,15749
2017,21192,1,1,,1,1,,6602,3220,3382
2017,21191,7,5,2,6,5,1,9934,4630,5304
2017,21189,3,3,,2,2,,21850,10497,11353
2017,21188,5,5,,3,3,,18436,8686,9750
2017,21186,3,3,,2,2,,55666,26598,29068
2017,21185,2,2,,2,2,,8838,4169,4669
2017,21183,4,4,,3,3,,20965,10212,10753
2017,21182,1,1,,,,,5196,2501,2695
2017,21181,6,6,,5,5,,7216,3575,3641
2017,21180,3,1,2,,,,41181,20453,20728
2017,21178,2,2,,1,1,,17547,8644,8903
2017,21177,17,14,3,14,13,1,53666,25701,27965
2017,21176,3,3,,3,3,,8960,4313,4647
2017,21175,2,2,,,,,12804,6129,6675
2017,21174,18,17,1,9,8,1,102276,48481,53795
2017,21170,5,5,,3,3,,17643,8745,8898
2017,21169,6,6,,3,3,,21838,10952,10886
2017,21168,1,1,,1,1,,7078,3424,3654
2017,21166,1,1,,1,1,,8761,4030,4731
2017,21164,14,14,,9,9,,82873,39767,43106
2017,21161,2,2,,1,1,,21138,10024,11114
2017,21160,2,2,,2,2,,3294,1607,1687
2017,21158,3,3,,3,3,,7346,3614,3732
2017,21157,5,4,1,5,4,1,11693,5534,6159
2017,21156,67,58,9,32,29,3,326202,154636,171566
2017,21155,3,2,1,3,2,1,6018,2954,3064
2017,21154,34,29,5,28,24,4,79408,38488,40920
2017,21151,1,1,,,,,8843,4246,4597
2017,21150,6,6,,6,6,,7465,3614,3851
2017,21149,3,2,1,1,1,,25761,12534,13227
2017,21148,3,2,1,1,1,,9357,4480,4877
2017,21147,3,1,2,3,1,2,6540,3129,3411
2017,21144,2,2,,1,1,,15305,7567,7738
2017,21143,4,4,,3,3,,32054,15726,16328
2017,21142,3,3,,3,3,,31122,15180,15942
2017,21141,1,1,,1,1,,3499,1676,1823
2017,21140,11,10,1,7,6,1,135177,64928,70249
2017,21139,1,1,,1,1,,3718,1768,1950
2017,21137,1,1,,,,,10187,4984,5203
2017,21136,1,1,,1,1,,12878,6271,6607
2017,21134,1,,1,1,,1,20997,10302,10695
2017,21132,21,18,3,15,15,,157620,76107,81513
2017,21128,2,2,,1,1,,9000,4446,4554
2017,21127,1,1,,1,1,,3731,1735,1996
2017,21126,1,,1,,,,6432,3059,3373
2017,21125,1,1,,1,1,,9229,4465,4764
2017,21124,4,3,1,3,2,1,16237,7730,8507
2017,21119,20,17,3,10,10,,142527,70316,72211
2017,21118,3,2,1,3,2,1,28357,13903,14454
2017,21117,1,1,,1,1,,14666,7053,7613
2017,21116,1,1,,1,1,,22801,11289,11512
2017,21115,21,17,4,17,16,1,52314,25632,26682
2017,21114,212,176,31,101,90,11,1660592,796600,863992
2017,21113,4,4,,3,3,,4588,2205,2383
2017,21112,2,2,,2,2,,10043,4673,5370
2017,21111,4,3,1,1,1,,19293,9364,9929
2017,21110,22,20,2,17,16,1,47469,23415,24054
2017,21109,2,2,,2,2,,22555,10697,11858
2017,21108,3,3,,1,1,,18617,9052,9565
2017,21107,1,1,,,,,12269,5998,6271
2017,21106,3,3,,1,1,,28972,13554,15418
2017,21105,1,1,,,,,4993,2391,2602
2017,21103,4,4,,3,3,,6499,3152,3347
2017,21102,1,1,,1,1,,12849,6159,6690
2017,21100,1,1,,,,,10363,4956,5407
2017,21099,10,9,1,8,7,1,20079,9712,10367
2017,21098,1,,1,,,,6551,3068,3483
2017,21094,7,7,,2,2,,34846,16968,17878
2017,21092,1,1,,1,1,,5485,2705,2780
2017,21090,2,2,,1,1,,21451,10248,11203
2017,21089,2,2,,1,1,,13591,6641,6950
2017,21088,1,1,,1,1,,4805,2359,2446
2017,21087,10,9,1,9,8,1,13572,6483,7089
2017,21086,10,9,1,8,7,1,12777,6170,6607
2017,21085,28,25,3,19,17,2,80422,38033,42389
2017,21083,1,1,,1,1,,25742,12714,13028
2017,21076,6,4,2,4,3,1,27592,13665,13927
2017,21074,14,11,3,7,6,1,75126,36622,38504
2017,21073,1,1,,,,,8929,4330,4599
2017,21071,48,42,6,34,30,4,107962,51369,56593
2017,21069,9,8,1,6,6,,26212,12228,13984
2017,21067,1,1,,,,,17623,8572,9051
2017,21066,1,1,,1,1,,6178,2859,3319
2017,21065,2,1,1,1,,1,21152,10148,11004
2017,21064,3,3,,3,3,,17566,8832,8734
2017,21063,1,1,,1,1,,15416,7445,7971
2017,21062,1,1,,1,1,,4995,2426,2569
2017,21061,4,3,1,1,1,,13172,6461,6711
2017,21057,1,1,,1,1,,8103,3858,4245
2017,21055,1,1,,1,1,,4811,2252,2559
2017,21054,5,4,1,2,2,,34732,16890,17842
2017,21053,15,13,2,11,10,1,64072,31448,32624
2017,21051,20,18,2,17,16,1,36020,17334,18686
2017,21049,4,2,2,3,1,2,17025,8354,8671
2017,21047,6,6,,1,1,,20790,10051,10739
2017,21045,13,12,1,10,10,,48601,23320,25281
2017,21044,1,1,,,,,16372,7883,8489
2017,21043,5,4,1,4,3,1,50488,24723,25765
2017,21042,1,1,,1,1,,3285,1579,1706
2017,21041,8,7,,4,4,,116922,56713,60209
2017,21038,4,2,2,3,2,1,10177,5049,5128
2017,21036,2,2,,1,1,,14603,7003,7600
2017,21035,5,4,1,3,3,,21436,10246,11190
2017,21034,6,4,1,3,1,1,41175,20154,21021
2017,21031,1,1,,1,1,,3120,1483,1637
2017,21027,1,,1,,,,4195,1957,2238
2017,21025,6,6,,4,4,,8911,4385,4526
2017,21022,6,6,,6,6,,12655,5870,6785
2017,21020,1,1,,1,1,,7229,3491,3738
2017,21019,30,26,4,19,18,1,140182,66083,74099
2017,21016,1,1,,1,1,,8915,4450,4465
2017,21015,18,14,4,13,11,2,119067,58257,60810
2017,21013,2,2,,1,1,,21728,10589,11139
2017,21010,1,1,,,,,67703,32922,34781
2017,21006,1,1,,1,1,,16230,7750,8480
2017,21004,4,4,,3,3,,59926,29381,30545
2017,21003,18,16,2,12,11,1,37037,17088,19949
2017,21002,2,2,,1,1,,9505,4771,4734
2017,21001,1,,1,,,,66698,32283,34415
2017,20570,4,4,,1,1,,20563,9626,10937
2017,20567,1,1,,1,1,,3255,1528,1727
2017,20565,6,5,1,4,4,,44095,21043,23052
2017,20563,1,1,,1,1,,1286,587,699
2017,20557,4,3,1,4,3,1,15628,7573,8055
2017,20553,2,2,,1,1,,10545,5009,5536
2017,20551,3,3,,1,1,,22869,10742,12127
2017,20550,2,2,,1,1,,5616,2637,2979
2017,20546,1,1,,,,,6041,2868,3173
2017,20545,3,2,1,,,,10075,4796,5279
2017,20543,4,4,,2,2,,5936,2906,3030
2017,20537,3,3,,2,2,,6769,3156,3613
2017,20533,2,2,,2,2,,2266,1098,1168
2017,20526,1,1,,1,1,,17768,8635,9133
2017,20525,1,1,,1,1,,12392,6177,6215
2017,20517,3,1,2,1,1,,5642,2652,2990
2017,20516,1,1,,1,1,,5040,2435,2605
2017,20515,19,17,2,15,14,1,66729,32512,34217
2017,20509,5,5,,3,3,,11301,5353,5948
2017,20502,1,1,,,,,5420,2678,2742
2017,20498,7,7,,7,7,,6943,3476,3467
2017,20494,1,,1,,,,4847,2205,2642
2017,20491,1,1,,,,,4478,2229,2249
2017,20490,1,1,,,,,3174,1533,1641
2017,20489,3,3,,2,2,,5083,2510,2573
2017,20484,3,3,,3,3,,4553,2108,2445
2017,20483,1,1,,1,1,,10639,5122,5517
2017,20482,38,34,4,33,32,1,54055,26399,27656
2017,20478,1,1,,,,,1857,880,977
2017,20475,2,2,,1,1,,10125,4750,5375
2017,20474,1,1,,1,1,,3364,1665,1699
2017,20469,7,7,,7,7,,36585,17360,19225
2017,20468,3,2,1,3,2,1,14277,7022,7255
2017,20467,26,26,,23,23,,19515,9388,10127
2017,20466,5,5,,4,4,,13085,6370,6715
2017,20460,1,,1,,,,5311,2565,2746
2017,20453,3,3,,3,3,,4032,2003,2029
2017,20450,12,11,1,12,11,1,12876,6246,6630
2017,20449,4,4,,3,3,,3147,1543,1604
2017,20447,3,3,,3,3,,16248,7626,8622
2017,20441,2,2,,2,2,,8837,4450,4387
2017,20439,13,11,2,10,8,2,25784,12743,13041
2017,20437,3,3,,1,1,,9577,4654,4923
2017,20434,1,1,,,,,4465,2108,2357
2017,20433,1,1,,,,,2687,1274,1413
2017,20431,1,1,,,,,1757,846,911
2017,20428,2,2,,2,2,,1933,972,961
2017,20427,2,1,1,2,1,1,16783,8109,8674
2017,20424,1,1,,1,1,,4009,1946,2063
2017,20421,3,3,,3,3,,4764,2317,2447
2017,20415,2,2,,2,2,,5053,2386,2667
2017,20414,7,7,,5,5,,11650,5717,5933
2017,20413,8,8,,5,5,,45332,22171,23161
2017,20409,1,1,,1,1,,9244,4308,4936
2017,20407,2,2,,2,2,,9265,4701,4564
2017,20406,1,,1,,,,21082,10369,10713
2017,20403,1,1,,,,,3123,1483,1640
2017,20402,1,1,,1,1,,1098,529,569
2017,20401,11,9,2,8,6,2,24505,12177,12328
2017,20399,5,5,,4,4,,35075,16883,18192
2017,20398,2,2,,1,1,,4491,2105,2386
2017,20397,5,4,1,3,2,1,41513,19497,22016
2017,20392,1,1,,1,1,,6658,3186,3472
2017,20391,1,1,,1,1,,3481,1703,1778
2017,20390,3,2,1,3,2,1,51739,24940,26799
2017,20387,1,1,,1,1,,2945,1413,1532
2017,20386,3,3,,2,2,,18799,9189,9610
2017,20385,8,7,1,5,5,,94407,44512,49895
2017,20377,5,5,,5,5,,11769,5656,6113
2017,20367,1,1,,1,1,,4661,2312,2349
2017,20366,2,2,,2,2,,4012,1984,2028
2017,20364,4,4,,2,2,,16129,7834,8295
2017,20357,1,1,,,,,853,416,437
2017,20356,1,,1,1,,1,2132,1028,1104
2017,20351,1,1,,1,1,,2773,1290,1483
2017,20350,1,1,,1,1,,19349,9005,10344
2017,20348,1,1,,1,1,,8420,3997,4423
2017,20345,1,1,,1,1,,4129,2033,2096
2017,20342,1,1,,,,,3463,1572,1891
2017,20338,1,1,,1,1,,10973,5253,5720
2017,20337,2,,2,1,,1,5361,2458,2903
2017,20334,40,35,5,33,29,4,46799,22883,23916
2017,20333,2,2,,2,2,,2724,1292,1432
2017,20327,7,7,,6,6,,15286,7564,7722
2017,20325,1,1,,1,1,,11151,5415,5736
2017,20324,8,7,1,5,5,,48193,23725,24468
2017,20322,1,1,,,,,852,397,455
2017,20318,24,21,3,18,15,3,49225,23975,25250
2017,20316,5,5,,5,5,,731,342,389
2017,20312,3,1,2,2,1,1,12435,5961,6474
2017,20310,1,,1,,,,8746,4239,4507
2017,20309,7,5,2,5,4,1,11684,5731,5953
2017,20307,2,2,,2,2,,10191,5089,5102
2017,20302,4,3,1,3,2,1,4486,2118,2368
2017,20301,1,,1,,,,1583,728,855
2017,20300,4,4,,4,4,,6807,3180,3627
2017,20298,1,1,,,,,12919,6174,6745
2017,20295,3,2,1,1,1,,9605,4568,5037
2017,20293,1,1,,1,1,,18243,8676,9567
2017,20284,2,2,,2,2,,3247,1453,1794
2017,20279,1,,1,1,,1,2833,1350,1483
2017,20278,9,8,1,5,5,,39952,19433,20519
2017,20277,5,5,,5,5,,12714,6274,6440
2017,20275,1,,1,1,,1,8162,4102,4060
2017,20274,2,1,1,,,,1335,651,684
2017,20272,7,6,1,7,6,1,6823,3108,3715
2017,20266,2,2,,2,2,,8567,4239,4328
2017,20265,2,2,,2,2,,7030,3604,3426
2017,20263,1,1,,,,,3392,1567,1825
2017,20262,1,1,,1,1,,1031,501,530
2017,20259,5,5,,5,5,,2453,1167,1286
2017,20255,1,1,,1,1,,2092,992,1100
2017,20253,1,1,,1,1,,2103,1050,1053
2017,20244,1,1,,,,,3920,1907,2013
2017,20242,2,2,,2,2,,12448,6018,6430
2017,20240,2,2,,2,2,,2393,1061,1332
2017,20236,3,3,,3,3,,1556,741,815
2017,20235,1,1,,1,1,,3741,1721,2020
2017,20232,1,1,,1,1,,21138,10248,10890
2017,20231,1,1,,,,,3120,1517,1603
2017,20227,2,2,,,,,15930,7632,8298
2017,20225,1,1,,,,,6279,3024,3255
2017,20213,1,1,,1,1,,4178,1957,2221
2017,20212,1,1,,,,,2997,1450,1547
2017,20211,5,4,1,5,4,1,2838,1427,1411
2017,20208,11,7,4,9,7,2,7202,3351,3851
2017,20207,4,4,,3,3,,18916,9388,9528
2017,20206,1,1,,,,,2501,1240,1261
2017,20205,3,3,,3,3,,17563,8580,8983
2017,20203,1,1,,1,1,,3409,1653,1756
2017,20200,1,1,,1,1,,3919,1851,2068
2017,20198,4,3,1,1,1,,30343,14273,16070
2017,20190,4,4,,4,4,,24217,11791,12426
2017,20189,1,1,,,,,2861,1396,1465
2017,20184,95,89,6,72,69,3,167754,80628,87126
2017,20183,1,1,,1,1,,1445,668,777
2017,20180,1,1,,1,1,,2579,1278,1301
2017,20177,1,,1,,,,10185,4948,5237
2017,20174,1,1,,1,1,,4083,1940,2143
2017,20171,6,5,1,6,5,1,18933,9132,9801
2017,20170,1,1,,,,,3620,1625,1995
2017,20169,2,2,,,,,3866,1861,2005
2017,20166,1,1,,1,1,,12257,5947,6310
2017,20159,2,2,,1,1,,5490,2669,2821
2017,20158,1,1,,1,1,,2285,1109,1176
2017,20157,1,1,,,,,17394,8270,9124
2017,20154,1,1,,,,,2499,1167,1332
2017,20153,1,1,,1,1,,4956,2397,2559
2017,20145,2,1,1,,,,4254,2084,2170
2017,20143,1,1,,1,1,,9306,4603,4703
2017,20142,1,1,,1,1,,1115,495,620
2017,20140,1,1,,1,1,,828,404,424
2017,20139,1,1,,,,,2127,1024,1103
2017,20136,1,1,,,,,12010,5771,6239
2017,20134,8,7,1,7,6,1,28674,13913,14761
2017,20133,1,,1,,,,3863,1888,1975
2017,20131,1,1,,,,,10969,5130,5839
2017,20125,1,1,,1,1,,12273,6158,6115
2017,20123,1,,1,1,,1,2764,1318,1446
2017,20117,6,6,,5,5,,2461,1216,1245
2017,20116,2,2,,1,1,,4556,2213,2343
2017,20115,8,8,,4,4,,9764,4642,5122
2017,20114,2,1,1,,,,681,320,361
2017,20107,4,3,1,2,2,,24598,11648,12950
2017,20102,2,1,1,2,1,1,4687,2276,2411
2017,20099,1,1,,1,1,,517,240,277
2017,20095,2,1,1,1,,1,4418,2200,2218
2017,20092,1,1,,1,1,,1621,756,865
2017,20091,1,1,,,,,5516,2632,2884
2017,20090,1,1,,,,,6312,3070,3242
2017,20085,7,6,1,6,6,,24976,12240,12736
2017,20083,1,,1,,,,9622,4715,4907
2017,20082,1,1,,1,1,,4174,1982,2192
2017,20079,15,14,1,10,10,,90918,43737,47181
2017,20073,30,28,2,28,26,2,33800,15880,17920
2017,20071,1,1,,1,1,,3028,1479,1549
2017,20070,2,1,1,1,1,,7126,3516,3610
2017,20068,2,2,,1,1,,22547,10784,11763
2017,20067,78,67,11,36,32,4,259097,121567,137530
2017,20059,14,10,4,12,8,4,44191,21124,23067
2017,20058,3,3,,1,1,,13538,6734,6804
2017,20057,13,12,1,9,9,,40623,19565,21058
2017,20052,1,1,,1,1,,6315,3085,3230
2017,20044,11,9,2,9,8,1,43995,21001,22994
2017,20043,33,28,5,28,25,3,101138,49360,51778
2017,20042,2,1,1,,,,8377,4125,4252
2017,20041,12,8,4,3,2,1,32499,15166,17333
2017,20039,9,5,4,6,4,2,78341,37040,41301
2017,20037,4,4,,3,3,,4492,2064,2428
2017,20036,1,1,,1,1,,5499,2696,2803
2017,20030,4,3,1,4,3,1,8988,4399,4589
2017,20028,4,4,,1,1,,21252,10031,11221
2017,20026,2,2,,1,1,,9175,4284,4891
2017,20025,12,10,2,12,10,2,11783,5846,5937
2017,20023,1,1,,,,,21668,10510,11158
2017,20021,5,5,,5,5,,16069,7748,8321
2017,20019,1,1,,1,1,,3072,1539,1533
2017,20016,2,2,,1,1,,9926,4666,5260
2017,20015,3,1,2,3,1,2,4882,2316,2566
2017,20014,1,1,,1,1,,29475,14119,15356
2017,20012,6,5,1,4,4,,10593,5135,5458
2017,20010,3,1,2,2,1,1,14764,7129,7635
2017,20009,3,3,,2,2,,7295,3623,3672
2017,20006,3,2,1,2,1,1,19060,9001,10059
2017,20005,6,2,4,5,2,3,15685,7805,7880
2017,20004,1,1,,1,1,,1013,471,542
2017,20002,11,11,,4,4,,47151,23056,24095
2017,20001,1,1,,1,1,,1077,472,605
2017,19051,1,1,,1,1,,4477,2249,2228
2017,19050,1,1,,,,,1900,1028,872
2017,19049,6,6,,5,5,,45457,22872,22585
2017,19048,40,32,8,27,23,4,311448,156624,154824
2017,19047,5,5,,3,3,,15876,7982,7894
2017,19046,20,19,1,8,8,,474221,234130,240091
2017,19045,22,18,4,16,14,2,56991,29097,27894
2017,19042,3,3,,2,2,,5252,2663,2589
2017,19041,16,15,1,9,8,1,100180,50153,50027
2017,19039,193,181,12,130,123,7,1099937,540331,559606
2017,19038,9,5,4,2,2,,65291,32705,32586
2017,19037,1,1,,1,1,,5783,2964,2819
2017,19036,1,1,,1,1,,7497,3787,3710
2017,19035,1,1,,1,1,,1039,527,512
2017,19033,7,7,,3,3,,85784,42787,42997
2017,19032,1,1,,,,,5605,2842,2763
2017,19031,32,24,8,17,13,4,360519,182032,178487
2017,19026,52,48,4,39,37,2,700024,355401,344623
2017,19025,2,1,1,,,,82201,41423,40778
2017,19021,59,57,2,39,38,1,442535,221930,220605
2017,19020,2,1,1,2,1,1,5955,3068,2887
2017,19019,10,9,1,9,9,,134704,63572,71132
2017,19018,23,15,8,11,8,3,268306,134621,133685
2017,19017,1,1,,,,,43826,22183,21643
2017,19015,1,1,,1,1,,1795,917,878
2017,19014,2,1,1,1,,1,36973,18630,18343
2017,19013,8,8,,7,7,,11705,6001,5704
2017,19012,17,15,2,15,13,2,45756,23294,22462
2017,19011,2,2,,2,2,,8346,4301,4045
2017,19010,6,6,,4,4,,42305,21342,20963
2017,19009,56,51,5,42,39,3,100824,51866,48958
2017,19006,35,35,,27,27,,627895,316383,311512
2017,19005,6,6,,2,2,,19662,9813,9849
2017,19004,6,4,2,3,2,1,36791,18571,18220
2017,19002,3,3,,3,3,,2710,1386,1324
2017,18020,18,13,5,5,5,,160575,81704,78871
2017,18019,2,2,,2,2,,14680,7520,7160
2017,18018,7,5,2,1,1,,32444,16164,16280
2017,18017,267,236,31,183,165,18,427361,209046,218315
2017,18016,7,6,1,5,4,1,42070,21397,20673
2017,18015,15,13,2,3,3,,102501,52095,50406
2017,18014,3,3,,3,3,,24831,12742,12089
2017,18013,2,1,1,1,,1,8021,4063,3958
2017,18012,34,31,3,17,14,3,46420,24423,21997
2017,18011,5,5,,2,2,,25954,13147,12807
2017,18010,6,5,1,6,5,1,36262,18519,17743
2017,18009,35,30,5,23,22,1,43008,21565,21443
2017,18008,94,83,11,38,33,5,58982,28925,30057
2017,18007,5,4,1,4,3,1,19408,9623,9785
2017,18005,5,5,,3,3,,13036,6655,6381
2017,18004,8,5,3,3,3,,78943,39620,39323
2017,18003,1,1,,1,1,,12336,6272,6064
2017,18002,1,1,,1,1,,16703,8384,8319
2017,18001,12,10,2,9,8,1,39467,19797,19670
2017,17033,7,7,,5,5,,16250,7877,8373
2017,17031,14,12,2,7,6,1,38145,18335,19810
2017,17030,12,11,1,6,6,,53732,26546,27186
2017,17029,36,31,4,18,17,,106537,51852,54685
2017,17028,26,26,,15,15,,71450,36169,35281
2017,17027,3,3,,1,1,,12333,6081,6252
2017,17026,4,4,,2,2,,18421,9114,9307
2017,17025,13,11,2,6,5,1,35050,17293,17757
2017,17024,27,23,4,17,14,3,53926,26278,27648
2017,17022,1,1,,1,1,,21224,10294,10930
2017,17021,16,14,2,12,10,2,8066,4016,4050
2017,17020,14,14,,5,5,,48642,23908,24734
2017,17019,3,3,,2,2,,28021,13684,14337
2017,17018,45,37,8,30,24,6,120069,58655,61414
2017,17017,27,26,1,16,16,,68597,33610,34987
2017,17016,5,5,,5,5,,18978,9354,9624
2017,17015,22,18,4,13,12,1,27488,13368,14120
2017,17014,7,6,1,4,3,1,10397,5081,5316
2017,17012,36,29,6,16,16,,59860,28885,30975
2017,17011,54,51,3,36,36,,221543,107310,114233
2017,17010,8,8,,5,5,,17649,8618,9031
2017,17009,8,8,,6,6,,19617,9780,9837
2017,17008,20,18,2,13,12,1,100692,49467,51225
2017,17007,127,102,24,80,65,14,390942,184534,206408
2017,17006,62,55,7,37,35,2,200516,96578,103938
2017,17005,3,3,,2,2,,10155,4994,5161
2017,17004,19,18,,12,12,,87947,42524,45423
2017,17003,17,15,2,10,9,1,36998,18195,18803
2017,17002,13,11,2,4,3,1,22813,11158,11655
2017,17001,11,8,3,5,4,1,18392,8953,9439
2017,16113,4,4,,2,2,,27031,12778,14253
2017,16112,23,17,6,10,10,,168301,80834,87467
2017,16111,16,14,2,12,11,1,17609,8700,8909
2017,16110,1,1,,1,1,,48944,23462,25482
2017,16109,3,3,,2,2,,3316,1517,1799
2017,16108,159,146,13,126,118,8,203103,98693,104410
2017,16107,12,11,1,10,10,,78740,37982,40758
2017,16105,2,2,,1,1,,21072,10346,10726
2017,16104,9,8,1,8,8,,17418,8320,9098
2017,16103,18,16,2,14,14,,25418,12447,12971
2017,16102,191,173,18,152,143,9,345371,167857,177514
2017,16101,2,2,,2,2,,9202,4659,4543
2017,16099,6,5,1,4,3,1,16082,7976,8106
2017,16098,4,2,2,1,1,,28100,13547,14553
2017,16097,12,10,2,10,8,2,32767,15947,16820
2017,16096,6,5,1,6,5,1,7344,3738,3606
2017,16095,3,3,,2,2,,12272,6061,6211
2017,16094,8,8,,8,8,,6636,3193,3443
2017,16093,6,4,2,3,3,,29681,14075,15606
2017,16092,3,3,,1,1,,14197,7032,7165
2017,16091,6,6,,6,6,,14926,7160,7766
2017,16090,4,4,,2,2,,15448,7498,7950
2017,16089,8,7,1,8,7,1,24581,12428,12153
2017,16088,15,11,4,6,6,,109722,52664,57058
2017,16087,4,4,,3,3,,15063,7429,7634
2017,16086,1,1,,1,1,,16067,7815,8252
2017,16085,18,16,2,13,11,2,34681,16770,17911
2017,16084,5,5,,4,4,,30252,14538,15714
2017,16083,7,7,,7,7,,31920,16110,15810
2017,16082,19,17,2,14,12,2,78189,38221,39968
2017,16081,1,1,,1,1,,9044,4479,4565
2017,16080,2,2,,1,1,,19543,9450,10093
2017,16079,16,16,,13,13,,50106,24309,25797
2017,16078,8,8,,8,8,,12990,6047,6943
2017,16077,7,6,1,6,5,1,18781,9290,9491
2017,16076,98,94,4,91,88,3,78948,38554,40394
2017,16075,17,15,2,13,11,2,70691,34544,36147
2017,16072,3,3,,2,2,,14201,6910,7291
2017,16071,26,25,1,20,19,1,70032,32999,37033
2017,16070,3,3,,2,2,,16050,7828,8222
2017,16069,70,64,6,59,54,5,107688,51543,56145
2017,16068,6,6,,1,1,,28325,14200,14125
2017,16067,6,4,2,5,4,1,17588,8168,9420
2017,16066,11,10,1,9,8,1,95864,46021,49843
2017,16065,5,5,,2,2,,38323,18273,20050
