anio,geo,total,total_hom,total_muj,armas,armas_hom,armas_muj,pob_total,pob_hom,pob_muj
2021,26039,2,2,,1,1,,6806,3418,3388
2021,26038,1,1,,,,,5465,2698,2767
2021,26036,41,40,1,39,38,1,34319,17033,17286
2021,26035,3,3,,3,3,,13996,7029,6967
2021,26033,2,2,,,,,87735,43931,43804
2021,26032,1,1,,,,,1003,532,471
2021,26030,269,223,17,111,106,5,958425,473171,485254
2021,26029,192,159,16,108,100,8,173258,85983,87275
2021,26026,6,5,,2,2,,67458,34301,33157
2021,26025,131,122,9,91,86,5,61256,30462,30794
2021,26022,1,1,,1,1,,1083,598,485
2021,26021,3,2,1,3,2,1,2155,1193,962
2021,26020,2,2,,2,2,,5337,2779,2558
2021,26019,1,1,,,,,38459,19014,19445
2021,26018,718,637,79,582,524,56,474408,231839,242569
2021,26017,143,131,4,102,94,2,93248,46963,46285
2021,26016,9,9,,9,9,,5621,2749,2872
2021,26013,1,1,,1,1,,1821,921,900
2021,26012,15,15,,7,7,,25147,12654,12493
2021,26004,7,6,1,5,4,1,10422,5200,5222
2021,26003,2,2,,,,,28205,14582,13623
2021,26002,5,5,,1,1,,89275,44947,44328
2021,25018,26,23,3,13,12,1,161185,82164,79021
2021,25017,12,11,1,10,10,,95529,48410,47119
2021,25016,9,9,,5,5,,22227,11513,10714
2021,25015,24,24,,11,11,,87480,42732,44748
2021,25014,5,4,1,1,,1,57514,29259,28255
2021,25013,20,19,1,11,11,,48590,25005,23585
2021,25012,57,47,10,22,18,4,539543,266624,272919
2021,25011,45,40,5,22,20,2,318510,158094,160416
2021,25010,24,24,,11,11,,109122,55186,53936
2021,25009,4,4,,,,,63264,32101,31163
2021,25008,11,11,,5,5,,59317,30742,28575
2021,25007,20,20,,16,16,,34654,17797,16857
2021,25006,281,271,9,209,202,6,969979,476465,493514
2021,25005,2,2,,2,2,,17224,8823,8401
2021,25004,1,1,,1,1,,29515,14973,14542
2021,25003,10,9,1,10,9,1,32042,16624,15418
2021,25002,5,4,1,3,3,,51071,25613,25458
2021,25001,57,53,4,16,15,1,484843,238336,246507
2021,24058,8,7,1,5,5,,23305,11723,11582
2021,24057,7,6,1,4,4,,32245,16057,16188
2021,24056,1,,1,,,,16120,8014,8106
2021,24055,25,23,2,17,16,1,27333,13474,13859
2021,24054,5,4,1,5,4,1,54438,26746,27692
2021,24053,5,5,,5,5,,39176,19360,19816
2021,24052,7,5,1,3,2,,10675,5261,5414
2021,24051,1,1,,1,1,,15626,7737,7889
2021,24050,9,8,,5,5,,51861,25806,26055
2021,24049,16,13,2,15,13,1,39169,19038,20131
2021,24048,1,1,,1,1,,5631,2831,2800
2021,24047,2,2,,2,2,,10270,5137,5133
2021,24046,6,5,,1,1,,18758,9301,9457
2021,24044,15,13,2,11,9,2,8071,4068,4003
2021,24043,1,1,,1,1,,9625,4504,5121
2021,24042,2,2,,,,,15979,7813,8166
2021,24041,2,2,,1,1,,20664,10436,10228
2021,24040,13,12,1,13,12,1,40969,20232,20737
2021,24039,4,3,1,,,,16164,7996,8168
2021,24038,1,1,,1,1,,16208,8169,8039
2021,24037,12,11,1,10,10,,100795,49946,50849
2021,24036,7,7,,4,4,,31805,16046,15759
2021,24035,71,64,7,63,58,5,333151,162515,170636
2021,24034,4,3,1,1,1,,15570,7770,7800
2021,24033,2,2,,2,2,,12639,6279,6360
2021,24032,5,2,3,1,1,,41952,19991,21961
2021,24030,3,2,1,2,2,,5405,2558,2847
2021,24028,312,282,28,235,218,17,875955,423550,452405
2021,24027,3,2,1,1,1,,10863,5239,5624
2021,24026,1,1,,1,1,,9781,4990,4791
2021,24025,14,13,1,13,12,1,33443,16088,17355
2021,24024,42,33,9,23,20,3,99583,48254,51329
2021,24023,1,1,,1,1,,16419,7990,8429
2021,24021,11,10,,8,7,,59793,28599,31194
2021,24020,8,8,,3,3,,105119,51079,54040
2021,24018,1,1,,,,,16812,8282,8530
2021,24017,14,14,,11,11,,27880,14072,13808
2021,24016,14,12,2,11,9,2,46043,22581,23462
2021,24014,4,4,,3,3,,16202,8154,8048
2021,24013,64,53,11,58,48,10,189166,91436,97730
2021,24012,2,2,,1,1,,21732,10711,11021
2021,24011,18,17,1,15,14,1,47791,23253,24538
2021,24010,3,3,,1,1,,36241,18022,18219
2021,24009,2,1,1,1,,1,4808,2432,2376
2021,24008,21,19,1,14,14,,22881,11093,11788
2021,24007,1,,1,1,,1,20233,9888,10345
2021,24005,2,2,,1,1,,19830,9499,10331
2021,24004,1,1,,1,1,,4323,2121,2202
2021,24003,4,3,1,1,1,,51104,25819,25285
2021,24002,1,,,,,,8735,4298,4437
2021,24001,5,4,1,3,3,,19072,8981,10091
2021,23011,20,19,1,14,14,,#N/A,#N/A,#N/A
2021,23010,11,10,1,8,8,,46235,23189,23046
2021,23009,76,68,8,64,59,5,37689,19819,17870
2021,23008,98,84,14,62,54,8,245816,128559,117257
2021,23007,6,3,3,2,2,,32112,16413,15699
2021,23005,377,340,37,250,230,20,863123,434130,428993
2021,23004,47,40,7,32,28,4,270144,132439,137705
2021,23003,15,13,2,7,6,1,23821,12386,11435
2021,23002,11,9,2,6,5,1,95254,47845,47409
2021,23001,2,2,,1,1,,103515,51780,51735
2021,22017,12,10,2,5,4,1,80132,39340,40792
2021,22016,26,25,1,10,9,1,306881,150718,156163
2021,22015,2,2,,1,1,,10475,4897,5578
2021,22014,112,97,15,49,48,1,992423,492917,499506
2021,22013,2,2,,1,1,,22337,11020,11317
2021,22012,8,6,2,4,3,1,77600,38539,39061
2021,22011,14,14,,9,9,,183234,92361,90873
2021,22009,3,3,,1,1,,30075,14358,15717
2021,22008,4,3,1,4,3,1,42916,20613,22303
2021,22007,7,7,,4,4,,46601,22570,24031
2021,22006,17,14,3,10,7,3,213526,103693,109833
2021,22005,3,3,,2,2,,70110,35419,34691
2021,22004,5,5,,2,2,,78055,37416,40639
2021,22003,1,1,,1,1,,15014,7220,7794
2021,22002,2,2,,1,1,,28450,13775,14675
2021,22001,11,8,3,5,4,1,69262,33645,35617
2021,21217,1,1,,1,1,,19734,9585,10149
2021,21214,1,1,,,,,18265,8719,9546
2021,21213,2,,2,1,,1,14176,6892,7284
2021,21210,1,1,,1,1,,5980,2965,3015
2021,21208,28,25,3,20,20,,88551,42127,46424
2021,21207,1,1,,1,1,,59222,28226,30996
2021,21205,9,8,,6,5,,26684,12993,13691
2021,21202,1,1,,1,1,,13493,6521,6972
2021,21201,3,1,1,3,1,1,3519,1597,1922
2021,21199,2,2,,1,1,,43028,20754,22274
2021,21197,10,10,,4,4,,86772,41871,44901
2021,21195,1,1,,1,1,,26092,12513,13579
2021,21194,7,6,1,3,3,,31463,15175,16288
2021,21191,2,2,,1,1,,10030,4682,5348
2021,21189,4,4,,4,4,,22639,10892,11747
2021,21188,3,3,,2,2,,19186,9073,10113
2021,21187,3,2,1,2,2,,5698,2833,2865
2021,21186,2,2,,1,1,,57718,27518,30200
2021,21185,1,,1,1,,1,9008,4286,4722
2021,21183,2,2,,1,1,,21459,10424,11035
2021,21182,1,,1,1,,1,5329,2566,2763
2021,21181,1,1,,1,1,,7569,3753,3816
2021,21180,2,2,,2,2,,42818,21278,21540
2021,21179,4,3,1,2,2,,31208,15305,15903
2021,21177,9,7,2,3,3,,55654,26654,29000
2021,21176,4,3,1,2,2,,9148,4412,4736
2021,21175,5,5,,3,3,,13578,6531,7047
2021,21174,2,1,1,,,,105747,50089,55658
2021,21170,3,3,,1,1,,18138,8992,9146
2021,21168,4,4,,2,2,,7239,3523,3716
2021,21167,1,,1,,,,12182,5884,6298
2021,21166,4,3,1,2,2,,9095,4204,4891
2021,21164,17,16,1,11,11,,86387,41455,44932
2021,21161,3,2,1,1,,1,22022,10457,11565
2021,21160,2,2,,2,2,,3355,1637,1718
2021,21157,2,2,,1,1,,11954,5660,6294
2021,21156,27,25,2,9,8,1,342751,162418,180333
2021,21155,4,4,,4,4,,6079,2980,3099
2021,21154,43,36,5,28,23,5,82654,40127,42527
2021,21153,5,5,,3,3,,23765,11578,12187
2021,21152,1,1,,1,1,,13183,6431,6752
2021,21151,3,3,,3,3,,9184,4422,4762
2021,21150,1,1,,,,,7718,3744,3974
2021,21149,3,3,,,,,27553,13428,14125
2021,21148,1,1,,1,1,,9458,4538,4920
2021,21147,2,2,,2,2,,6771,3236,3535
2021,21145,11,10,1,9,9,,14813,7362,7451
2021,21144,6,6,,6,6,,16013,7939,8074
2021,21143,1,1,,1,1,,33845,16636,17209
2021,21142,2,2,,1,1,,32568,15881,16687
2021,21140,11,9,2,7,7,,141002,67727,73275
2021,21139,2,1,1,2,1,1,3801,1816,1985
2021,21137,4,4,,4,4,,10585,5176,5409
2021,21136,1,1,,1,1,,13437,6542,6895
2021,21134,1,1,,1,1,,21853,10739,11114
2021,21132,23,22,1,11,10,1,163922,79206,84716
2021,21129,1,1,,,,,14263,6821,7442
2021,21128,4,3,1,1,1,,9402,4649,4753
2021,21125,2,1,1,,,,9729,4722,5007
2021,21122,3,3,,2,2,,11148,5396,5752
2021,21119,4,4,,3,3,,157342,77814,79528
2021,21118,4,4,,4,4,,29401,14463,14938
2021,21117,2,2,,2,2,,14801,7135,7666
2021,21116,3,2,1,3,2,1,23495,11604,11891
2021,21115,4,4,,2,2,,54496,26758,27738
2021,21114,178,145,32,74,65,9,1711529,820879,890650
2021,21113,1,1,,,,,4668,2244,2424
2021,21112,1,1,,1,1,,10325,4820,5505
2021,21111,3,3,,1,1,,19630,9523,10107
2021,21110,12,11,1,11,10,1,49359,24422,24937
2021,21109,3,3,,3,3,,23544,11171,12373
2021,21106,6,5,1,5,4,1,30269,14212,16057
2021,21102,1,1,,,,,13295,6373,6922
2021,21099,2,2,,1,1,,20569,9956,10613
2021,21098,1,1,,1,1,,6588,3096,3492
2021,21094,14,12,2,11,9,2,36354,17708,18646
2021,21090,2,2,,1,1,,22870,10939,11931
2021,21087,8,7,1,7,6,1,13909,6679,7230
2021,21086,6,6,,5,5,,12874,6191,6683
2021,21085,35,33,2,25,24,1,83163,39386,43777
2021,21084,2,2,,1,1,,7544,3665,3879
2021,21082,1,1,,,,,9518,4543,4975
2021,21078,2,2,,2,2,,16072,8130,7942
2021,21077,2,1,1,2,1,1,5823,2838,2985
2021,21076,2,,2,,,,27913,13782,14131
2021,21074,6,6,,4,4,,79355,38754,40601
2021,21073,1,1,,1,1,,9032,4398,4634
2021,21072,1,1,,,,,19899,9818,10081
2021,21071,13,12,1,6,6,,112443,53436,59007
2021,21069,4,4,,3,3,,26414,12369,14045
2021,21067,6,6,,6,6,,18197,8862,9335
2021,21066,2,2,,2,2,,6134,2848,3286
2021,21065,4,4,,4,4,,22112,10627,11485
2021,21064,4,2,2,1,,1,18150,9151,8999
2021,21063,2,1,1,1,1,,15921,7700,8221
2021,21062,4,3,1,4,3,1,5140,2504,2636
2021,21061,3,3,,2,2,,13561,6604,6957
2021,21060,1,1,,,,,8027,3803,4224
2021,21059,1,1,,,,,2414,1136,1278
2021,21054,4,4,,2,2,,36641,17790,18851
2021,21053,18,15,3,13,12,1,67029,32931,34098
2021,21051,30,28,2,29,27,2,36761,17738,19023
2021,21047,9,9,,8,8,,21281,10314,10967
2021,21045,6,4,2,4,4,,50678,24311,26367
2021,21044,1,1,,1,1,,16802,8066,8736
2021,21043,4,4,,2,2,,51520,25146,26374
2021,21041,5,4,1,2,2,,129434,62958,66476
2021,21039,2,,2,,,,9949,4799,5150
2021,21038,6,5,1,5,4,1,10830,5392,5438
2021,21035,2,1,1,2,1,1,21969,10463,11506
2021,21034,4,4,,2,2,,43715,21455,22260
2021,21033,2,2,,1,1,,5208,2490,2718
2021,21029,2,1,1,2,1,1,3948,1882,2066
2021,21026,2,1,1,1,,1,15468,7349,8119
2021,21025,1,1,,,,,9170,4508,4662
2021,21022,2,2,,2,2,,13058,6076,6982
2021,21021,1,,1,1,,1,1399,663,736
2021,21019,26,19,7,15,10,5,145183,68609,76574
2021,21017,1,1,,1,1,,30347,14358,15989
2021,21015,6,5,1,2,2,,127789,62599,65190
2021,21013,1,1,,,,,22823,11141,11682
2021,21012,2,1,1,1,1,,6978,3317,3661
2021,21010,3,3,,2,2,,70758,34439,36319
2021,21009,1,1,,1,1,,1892,882,1010
2021,21008,3,3,,3,3,,12207,6014,6193
2021,21007,1,1,,1,1,,3437,1654,1783
2021,21006,1,1,,1,1,,16913,8044,8869
2021,21004,17,15,2,16,15,1,63181,31007,32174
2021,21003,6,6,,3,3,,37987,17572,20415
2021,21002,2,1,1,1,1,,9780,4914,4866
2021,21001,3,2,1,3,2,1,69772,33812,35960
2021,20570,1,1,,,,,20997,9829,11168
2021,20567,2,2,,2,2,,3279,1545,1734
2021,20566,1,1,,1,1,,3166,1566,1600
2021,20565,6,6,,3,3,,47539,22734,24805
2021,20563,1,1,,,,,1293,591,702
2021,20559,3,2,1,2,1,1,23433,11202,12231
2021,20557,1,1,,1,1,,16202,7871,8331
2021,20551,4,4,,2,2,,24343,11464,12879
2021,20549,2,2,,1,1,,11418,5247,6171
2021,20545,1,1,,1,1,,10412,4938,5474
2021,20543,3,3,,3,3,,6018,2940,3078
2021,20540,1,1,,1,1,,8081,3821,4260
2021,20539,1,1,,1,1,,6000,2929,3071
2021,20538,1,1,,1,1,,715,337,378
2021,20537,2,2,,2,2,,6927,3248,3679
2021,20533,1,1,,1,1,,2349,1139,1210
2021,20532,1,1,,1,1,,3936,1833,2103
2021,20530,1,,1,1,,1,3745,1780,1965
2021,20526,1,1,,1,1,,18403,8915,9488
2021,20525,4,4,,4,4,,12723,6328,6395
2021,20516,1,1,,1,1,,5209,2534,2675
2021,20515,65,56,9,51,45,6,68457,33341,35116
2021,20509,4,4,,4,4,,11583,5470,6113
2021,20507,2,2,,1,1,,3545,1764,1781
2021,20500,1,1,,,,,8742,4120,4622
2021,20498,1,1,,1,1,,7157,3588,3569
2021,20497,1,1,,1,1,,4495,2064,2431
2021,20495,1,1,,,,,3119,1564,1555
2021,20490,3,3,,3,3,,3230,1557,1673
2021,20489,3,3,,3,3,,5095,2520,2575
2021,20484,2,2,,1,1,,4644,2162,2482
2021,20483,1,1,,1,1,,11034,5315,5719
2021,20482,32,29,3,26,24,2,55577,27146,28431
2021,20475,2,2,,2,2,,10296,4828,5468
2021,20474,1,1,,,,,3411,1698,1713
2021,20470,3,3,,2,2,,4855,2401,2454
2021,20469,7,5,2,6,4,2,37559,17831,19728
2021,20468,4,3,1,,,,14526,7165,7361
2021,20467,25,23,2,25,23,2,19814,9510,10304
2021,20466,4,4,,3,3,,13378,6507,6871
2021,20450,13,13,,12,12,,13167,6378,6789
2021,20449,1,1,,1,1,,3133,1546,1587
2021,20447,8,5,3,7,4,3,16631,7819,8812
2021,20441,1,1,,1,1,,9197,4639,4558
2021,20439,9,9,,7,7,,26531,13139,13392
2021,20438,1,1,,,,,1767,854,913
2021,20437,1,,1,,,,9648,4673,4975
2021,20433,3,3,,3,3,,2686,1263,1423
2021,20429,2,2,,2,2,,1523,728,795
2021,20427,1,1,,1,1,,17208,8308,8900
2021,20414,4,4,,3,3,,11915,5860,6055
2021,20413,8,8,,4,4,,47172,23109,24063
2021,20409,1,,1,1,,1,9462,4412,5050
2021,20407,1,1,,1,1,,9410,4779,4631
2021,20406,3,3,,1,1,,21033,10317,10716
2021,20401,6,5,1,2,2,,25348,12582,12766
2021,20399,3,2,1,1,1,,37724,18187,19537
2021,20398,1,1,,1,1,,4434,2083,2351
2021,20397,2,2,,2,2,,42981,20171,22810
2021,20390,3,3,,2,2,,52229,25061,27168
2021,20389,1,1,,1,1,,948,406,542
2021,20387,2,1,1,,,,2952,1425,1527
2021,20386,1,1,,,,,19077,9311,9766
2021,20385,12,7,5,4,3,1,100124,47191,52933
2021,20384,2,2,,,,,5006,2368,2638
2021,20372,1,1,,1,1,,1744,787,957
2021,20364,7,7,,6,6,,16369,7946,8423
2021,20355,1,1,,1,1,,739,355,384
2021,20351,2,2,,1,1,,2893,1346,1547
2021,20350,4,4,,4,4,,19241,8938,10303
2021,20345,3,3,,3,3,,4252,2098,2154
2021,20340,1,,1,,,,1792,806,986
2021,20338,2,2,,1,1,,11550,5510,6040
2021,20337,1,1,,,,,5430,2480,2950
2021,20334,14,13,1,13,13,,47438,23216,24222
2021,20333,5,2,3,3,1,2,2749,1305,1444
2021,20330,1,1,,1,1,,4429,2180,2249
2021,20325,1,1,,,,,11409,5546,5863
2021,20324,24,22,2,18,17,1,49668,24417,25251
2021,20318,17,15,2,14,12,2,51694,25228,26466
2021,20312,3,2,1,2,2,,12850,6131,6719
2021,20309,1,1,,1,1,,11842,5789,6053
2021,20306,1,1,,1,1,,3753,1822,1931
2021,20302,2,2,,2,2,,4639,2190,2449
2021,20300,2,2,,1,1,,7058,3290,3768
2021,20295,3,3,,3,3,,9844,4689,5155
2021,20291,3,2,1,3,2,1,4385,2142,2243
2021,20285,1,1,,1,1,,3811,1877,1934
2021,20278,12,11,1,10,9,1,40640,19707,20933
2021,20277,7,7,,6,6,,12716,6291,6425
2021,20272,4,4,,4,4,,6749,3038,3711
2021,20266,11,9,2,9,8,1,8627,4265,4362
2021,20253,1,1,,1,1,,1936,963,973
2021,20251,5,5,,5,5,,1185,565,620
2021,20249,1,,1,,,,3776,1795,1981
2021,20248,1,1,,1,1,,15897,8074,7823
2021,20242,3,3,,3,3,,12573,6056,6517
2021,20234,3,1,2,,,,7731,3759,3972
2021,20232,2,2,,1,1,,21061,10210,10851
2021,20220,1,1,,,,,2739,1411,1328
2021,20211,1,1,,1,1,,2767,1395,1372
2021,20208,2,2,,2,2,,7127,3325,3802
2021,20207,3,3,,1,1,,19318,9589,9729
2021,20206,1,1,,,,,2504,1238,1266
2021,20205,1,1,,,,,17595,8587,9008
2021,20203,1,1,,1,1,,3439,1657,1782
2021,20200,1,1,,1,1,,3992,1884,2108
2021,20199,1,1,,1,1,,645,296,349
2021,20198,4,4,,2,2,,30987,14558,16429
2021,20195,2,2,,1,1,,1110,548,562
2021,20190,3,3,,1,1,,24629,11995,12634
2021,20185,7,6,1,6,5,1,9315,4556,4759
2021,20184,19,17,2,8,7,1,171422,82301,89121
2021,20180,3,3,,3,3,,2677,1325,1352
2021,20171,6,6,,6,6,,18977,9116,9861
2021,20168,1,1,,1,1,,1102,550,552
2021,20167,1,1,,1,1,,2217,1087,1130
2021,20159,1,1,,1,1,,5502,2674,2828
2021,20158,1,1,,1,1,,2251,1093,1158
2021,20153,3,3,,1,1,,5122,2481,2641
2021,20141,2,1,1,,,,8142,4120,4022
2021,20136,1,1,,1,1,,12041,5778,6263
2021,20133,6,4,2,5,3,2,3911,1910,2001
2021,20131,1,1,,,,,11168,5220,5948
2021,20127,1,1,,,,,1146,522,624
2021,20124,1,1,,1,1,,18971,9540,9431
2021,20117,1,1,,1,1,,2412,1188,1224
2021,20116,2,2,,1,1,,4689,2272,2417
2021,20112,1,1,,1,1,,2617,1221,1396
2021,20107,3,3,,3,3,,25849,12235,13614
2021,20091,1,1,,,,,5691,2719,2972
2021,20090,4,4,,2,2,,6405,3115,3290
2021,20085,12,11,1,9,8,1,25881,12691,13190
2021,20083,3,3,,2,2,,10287,5043,5244
2021,20082,2,2,,2,2,,4082,1934,2148
2021,20079,7,5,2,5,3,2,93104,44742,48362
2021,20073,11,8,3,7,6,1,34792,16358,18434
2021,20068,10,8,2,8,6,2,23058,11045,12013
2021,20067,55,52,3,26,25,1,258773,121022,137751
2021,20066,2,2,,2,2,,5602,2779,2823
2021,20059,18,18,,13,13,,46088,21999,24089
2021,20058,3,2,1,1,1,,13527,6701,6826
2021,20057,11,11,,7,7,,40772,19658,21114
2021,20055,2,2,,2,2,,3709,1778,1931
2021,20051,1,1,,1,1,,4801,2316,2485
2021,20044,7,7,,6,6,,44814,21394,23420
2021,20043,15,12,3,15,12,3,103862,50678,53184
2021,20041,6,4,2,1,1,,32481,15117,17364
2021,20039,7,7,,5,5,,82042,38856,43186
2021,20037,1,1,,1,1,,4576,2096,2480
2021,20034,3,3,,3,3,,1326,654,672
2021,20033,1,1,,1,1,,2847,1350,1497
2021,20032,2,2,,2,2,,1072,518,554
2021,20031,2,1,1,,,,7713,3499,4214
2021,20028,7,5,2,6,5,1,22126,10457,11669
2021,20024,1,1,,,,,3805,1923,1882
2021,20023,1,,1,1,,1,23050,11198,11852
2021,20021,4,3,1,4,3,1,16315,7844,8471
2021,20020,5,4,1,5,4,1,4097,1896,2201
2021,20016,1,1,,1,1,,10480,4921,5559
2021,20014,1,1,,,,,30640,14688,15952
2021,20012,2,2,,1,1,,10893,5281,5612
2021,20011,1,1,,1,1,,1202,587,615
2021,20010,2,1,1,2,1,1,14953,7192,7761
2021,20009,1,1,,1,1,,7497,3720,3777
2021,20006,6,6,,4,4,,19820,9355,10465
2021,20005,2,1,1,1,1,,15904,7906,7998
2021,20002,8,7,1,5,4,1,47807,23371,24436
2021,19051,1,1,,,,,4615,2315,2300
2021,19050,1,1,,,,,1963,1064,899
2021,19049,12,11,1,10,9,1,47500,23869,23631
2021,19048,40,36,4,27,23,4,325468,163702,161766
2021,19046,47,43,4,36,33,3,476051,234110,241941
2021,19045,24,16,8,13,9,4,63214,32287,30927
2021,19044,10,8,2,3,3,,39518,19452,20066
2021,19042,1,1,,1,1,,5221,2641,2580
2021,19041,22,18,4,13,11,2,115959,58256,57703
2021,19039,322,298,24,258,241,17,1136308,556978,579330
2021,19038,10,10,,3,3,,68518,34328,34190
2021,19037,3,3,,2,2,,5923,3030,2893
2021,19034,1,1,,1,1,,6248,3226,3022
2021,19033,6,5,1,3,2,1,89739,44821,44918
2021,19032,2,2,,2,2,,5855,2968,2887
2021,19031,80,69,11,48,46,2,406584,205663,200921
2021,19027,1,1,,1,1,,2019,998,1021
2021,19026,87,78,9,78,72,6,715442,362494,352948
2021,19025,15,14,1,6,6,,94516,47683,46833
2021,19023,2,1,1,2,1,1,1199,585,614
2021,19022,1,1,,1,1,,16479,8214,8265
2021,19021,83,75,8,66,60,6,472873,237001,235872
2021,19020,3,1,2,,,,6204,3181,3023
2021,19019,15,13,2,9,9,,138945,65641,73304
2021,19018,63,58,5,45,42,3,309453,155645,153808
2021,19017,3,2,1,1,1,,45483,22992,22491
2021,19016,2,2,,1,1,,3314,1696,1618
2021,19015,14,14,,12,12,,1874,955,919
2021,19014,9,8,1,7,6,1,38266,19303,18963
2021,19013,4,4,,4,4,,12086,6193,5893
2021,19012,33,29,4,25,23,2,51865,26436,25429
2021,19011,3,3,,2,2,,8352,4312,4040
2021,19010,19,16,3,13,12,1,48695,24610,24085
2021,19009,43,42,1,39,38,1,106525,54544,51981
2021,19007,1,1,,,,,18031,9104,8927
2021,19006,81,76,5,66,63,3,676062,340840,335222
2021,19005,1,1,,1,1,,20134,10025,10109
2021,19004,2,2,,1,1,,38797,19546,19251
2021,19003,4,4,,3,3,,1535,777,758
2021,18020,27,21,6,12,12,,178343,90911,87432
2021,18018,3,3,,1,1,,33734,16818,16916
2021,18017,45,37,8,18,17,1,451727,220785,230942
2021,18016,6,6,,5,5,,43484,22117,21367
2021,18015,12,9,3,3,3,,107367,54661,52706
2021,18014,3,1,,1,1,,25762,13165,12597
2021,18013,1,1,,1,1,,8320,4224,4096
2021,18012,7,6,,3,3,,48613,25646,22967
2021,18011,12,12,,10,10,,27260,13815,13445
2021,18010,7,7,,7,7,,37447,19158,18289
2021,18009,53,46,7,37,31,6,45948,23035,22913
2021,18008,5,4,1,3,3,,62948,30865,32083
2021,18006,1,1,,,,,32137,15584,16553
2021,18005,11,9,2,8,7,1,13696,6979,6717
2021,18004,10,9,1,5,4,1,82930,41664,41266
2021,18001,7,7,,5,5,,40818,20476,20342
2021,17035,7,7,,6,6,,#N/A,#N/A,#N/A
2021,17034,2,2,,2,2,,#N/A,#N/A,#N/A
2021,17033,2,2,,,,,17162,8347,8815
2021,17031,24,21,3,14,13,1,39508,19008,20500
2021,17030,18,14,4,11,10,1,57081,28242,28839
2021,17029,102,94,8,93,86,7,110977,54053,56924
2021,17028,63,63,,43,43,,75599,38266,37333
2021,17027,2,2,,1,1,,12940,6385,6555
2021,17026,12,11,1,10,9,1,19342,9579,9763
2021,17025,31,26,5,18,15,3,36529,18047,18482
2021,17024,40,38,2,31,29,2,56098,27390,28708
2021,17023,3,3,,1,1,,7800,3956,3844
2021,17022,1,1,,1,1,,22253,10825,11428
2021,17021,13,11,2,8,7,1,8416,4199,4217
2021,17020,41,37,4,27,24,3,52178,25657,26521
2021,17019,9,9,,8,8,,29162,14278,14884
2021,17018,81,72,9,55,51,4,124966,61199,63767
2021,17017,36,31,5,22,19,3,71639,35140,36499
2021,17016,3,3,,3,3,,19907,9834,10073
2021,17015,13,13,,11,11,,28523,13907,14616
2021,17014,4,3,1,4,3,1,10792,5285,5507
2021,17013,1,1,,,,,16898,8136,8762
2021,17012,61,55,6,38,35,3,61927,29923,32004
2021,17011,76,73,3,67,64,3,229487,111284,118203
2021,17010,4,4,,3,3,,18581,9097,9484
2021,17009,20,19,1,11,11,,20598,10273,10325
2021,17008,55,50,5,43,39,4,108281,53313,54968
2021,17007,247,229,18,202,192,10,402642,189630,213012
2021,17006,114,101,13,82,78,4,210626,101696,108930
2021,17005,8,8,,7,7,,10598,5232,5366
2021,17004,25,23,2,17,16,1,92008,44541,47467
2021,17003,12,11,1,10,10,,38630,19088,19542
2021,17002,5,4,1,2,2,,24539,12040,12499
2021,17001,19,16,3,14,12,2,19027,9292,9735
2021,16113,25,23,2,13,13,,27706,13178,14528
2021,16112,124,109,15,101,91,10,173110,82910,90200
2021,16111,5,5,,5,5,,18430,9126,9304
2021,16110,7,6,1,6,5,1,49709,23880,25829
2021,16109,1,1,,1,1,,3366,1557,1809
2021,16108,480,404,76,422,357,65,209464,101886,107578
2021,16107,8,8,,8,8,,80210,38668,41542
2021,16106,3,1,2,,,,33393,16283,17110
2021,16104,7,6,1,1,,1,17529,8418,9111
2021,16103,2,2,,2,2,,26298,12915,13383
2021,16102,290,260,29,255,232,23,357411,173489,183922
2021,16101,7,6,1,6,6,,9001,4568,4433
2021,16100,2,2,,1,1,,15255,7249,8006
2021,16099,1,1,,1,1,,15969,7945,8024
2021,16098,7,5,1,1,1,,28591,13787,14804
2021,16097,6,5,1,3,3,,32603,15909,16694
2021,16095,15,14,1,12,12,,12705,6301,6404
2021,16093,7,6,1,6,5,1,30523,14474,16049
2021,16092,1,,1,,,,14081,6989,7092
2021,16091,17,14,3,15,12,3,15468,7444,8024
2021,16090,4,4,,4,4,,16002,7781,8221
2021,16089,10,7,3,9,6,3,25050,12671,12379
2021,16088,68,58,10,62,52,10,121443,58395,63048
2021,16087,1,1,,1,1,,15595,7709,7886
2021,16086,1,1,,1,1,,16371,7989,8382
2021,16085,46,43,3,31,28,3,35539,17241,18298
2021,16084,70,67,3,60,58,2,31142,15008,16134
2021,16083,5,5,,5,5,,32925,16681,16244
2021,16082,23,23,,12,12,,81923,40082,41841
2021,16081,3,3,,3,3,,9203,4585,4618
2021,16080,4,2,2,4,2,2,20114,9738,10376
2021,16079,15,13,2,9,8,1,52079,25325,26754
2021,16078,9,9,,8,8,,13196,6169,7027
2021,16076,63,58,5,62,57,5,82074,40157,41917
2021,16075,5,3,2,3,1,2,73925,36168,37757
2021,16074,3,3,,1,1,,11010,5399,5611
2021,16073,3,3,,2,2,,29350,14019,15331
2021,16072,2,2,,2,2,,14423,7034,7389
2021,16071,113,106,7,88,82,6,70610,33403,37207
2021,16070,4,4,,3,3,,16151,7905,8246
2021,16069,7,6,1,3,3,,111233,53300,57933
2021,16068,2,2,,2,2,,29661,14928,14733
2021,16067,1,1,,1,1,,17856,8351,9505
2021,16066,28,25,3,20,18,2,98798,47449,51349
2021,16065,5,3,2,2,2,,39653,18940,20713
